    X           Y            F606W      F814W
   5813.8200   4167.8000     24.7667     21.8162
   3483.5600   4168.4900     26.0500     23.0928
   5508.2600   4169.2900     26.0181     23.2779
   6840.0100   4169.1700     25.4493     22.5972
   2686.1200   4169.9600     26.3104     23.2291
   4397.8500   4170.3200     26.1635     23.0601
   4708.8200   4169.4300     27.1366     23.4015
   2726.4100   4170.9200     24.8068     21.8788
   5421.4000   4170.6800     24.1863     21.9423
   5486.8900   4171.1100     24.6928     21.7949
   5701.4100   4171.0300     26.5515     23.6118
   6695.1000   4170.7100     22.8466     19.5753
   6819.2700   4170.6000     24.7355     21.7517
   3209.6900   4172.4200     26.9346     23.7271
   3280.0700   4172.2200     27.0750     23.5859
   3599.6700   4172.2600     25.9227     22.7273
   5627.9800   4171.7700     23.8389     20.9060
   6092.7800   4171.5100     26.2643     23.1750
   7196.0100   4172.2300     27.3011     23.6715
   4610.3300   4172.7600     25.8424     22.7225
   5370.4600   4172.6100     25.6927     22.7589
   5726.9400   4173.3600     25.8998     22.8584
   6444.2100   4173.3400     32.6866     23.7071
   6664.8700   4172.8200     24.4036     21.4223
   4834.6100   4174.0600     23.5892     20.3992
   3357.2900   4175.0800     26.6303     23.5335
   3989.6700   4174.9700     24.4648     21.3723
   5981.6600   4175.3500     25.1096     22.2598
   5310.1700   4175.6000     26.3894     23.2157
   6565.0200   4175.5100     23.1492     20.2501
   5389.3800   4176.5200     25.7119     22.8051
   5531.5600   4176.7600     26.7526     24.0776
   5603.0500   4176.5600     24.1280     21.1533
   3494.2800   4178.3700     26.2169     23.2820
   6289.8100   4178.1400     22.5164     19.6021
   6735.6000   4178.3600     24.8255     21.9218
   5921.4200   4178.6400     25.2469     22.3965
   6801.9800   4179.4100     25.4358     22.5994
   7339.5800   4178.9900     26.2032     23.1932
   2888.5700   4180.0400     26.1290     23.2831
   3136.2300   4180.1400     25.7558     22.9720
   3581.4200   4180.4200     25.2777     22.2773
   4528.8100   4180.0400     26.2379     22.6774
   4703.1700   4179.4400     26.1641     23.3879
   3951.2200   4180.6600     26.7635     23.7088
   4071.0300   4180.9600     25.2715     22.2366
   6428.0800   4180.8500     26.2935     23.0412
   4242.0900   4182.0100     25.0678     22.0835
   5711.7600   4181.7700     25.1850     22.1797
   6158.5400   4181.6400     25.4882     22.5753
   6963.9800   4181.9600     26.5627     23.3231
   7075.2500   4182.1000     26.2857     23.3140
   6133.9700   4182.7500     24.1776     21.2844
   6830.2600   4183.1900     27.2905     23.7211
   6862.2000   4182.9100     26.9662     23.6830
   7159.8500   4182.6600     26.3206     23.3354
   4899.9300   4184.4500     26.6146     23.4628
   5353.0000   4183.8300     25.9967     22.8491
   6010.9700   4184.2300     25.6291     22.8192
   6059.0700   4183.9000     24.8641     21.8533
   6183.6600   4184.2600     25.5301     22.5372
   6638.8000   4183.4900     24.3999     21.7088
   6790.0100   4183.7400     27.5383     23.0964
   6872.3000   4183.5000     25.3589     22.4766
   7397.1800   4183.5800     20.7865     17.8365
   3657.5100   4185.2800     26.7262     23.7862
   4125.8400   4184.7200     25.3533     22.1150
   4992.2400   4184.7900     26.1870     23.2209
   5426.8500   4185.6400     25.5372     22.3087
   6026.5400   4186.5100     26.9403     23.9403
   6206.4500   4187.2000     25.0733     22.2860
   7297.4700   4187.3900     24.2740     21.4218
   5987.5300   4187.5800     26.9187     23.8231
   4775.1500   4188.7800     24.9892     21.8842
   6499.1800   4188.5900     25.5317     22.6338
   7100.9500   4188.8800     23.1778     20.3123
   3214.4000   4191.2600     24.2336     21.4492
   3654.7400   4190.6500     27.0100     23.8446
   6301.4100   4191.0000     27.6116     23.4127
   6888.4200   4190.7100     25.0876     22.4263
   6953.3200   4190.9000     26.4826     23.3792
   4482.6100   4191.7500     25.2405     22.1403
   4866.2100   4192.0100     25.8524     22.7746
   5927.6800   4192.2300     26.1910     23.3974
   6580.3500   4192.0200     23.6474     20.7125
   3932.7900   4192.9800     26.4788     23.5097
   6121.6200   4193.7300     26.4541     23.3269
   7109.2800   4194.4100     26.1635     23.2359
   7440.8700   4194.3400     27.4985     23.1820
   3909.5900   4194.6000     26.6168     23.4216
   5007.4300   4194.8900     25.4138     22.4806
   6626.1300   4195.1500     26.1698     23.2733
   6736.3600   4194.5600     25.4524     22.4649
   4234.0600   4195.7800     26.6556     23.3802
   4882.0700   4195.8300     26.0306     22.7298
   6273.7200   4195.9000     24.9092     22.1408
   7217.8500   4197.2400     25.7553     22.9356
   3047.1000   4197.4500     26.6078     23.5343
   5153.4800   4197.7900     24.4173     21.5996
   6244.1900   4197.4800     25.4842     22.6315
   6542.7100   4198.3700     24.9614     22.1325
   5196.2100   4199.0300     26.9617     23.4787
   5760.2300   4198.8900     22.7881     19.9013
   5820.3600   4198.4800     26.3764     23.3196
   6258.8600   4198.8000     25.5603     22.8621
   7375.4500   4198.7500     23.6932     20.9194
   2846.7100   4200.3000     25.7735     22.9704
   3261.0700   4199.6200     24.7814     22.0585
   3556.6900   4200.0100     25.5562     22.3447
   5385.3700   4200.4400     23.3045     20.1005
   6586.9200   4199.9600     25.8448     23.4083
   4174.6500   4200.5100     26.3755     23.4956
   5594.6900   4200.9000     26.2075     23.2860
   5995.5600   4201.3500     26.1127     22.9115
   6985.7800   4201.2800     24.7833     21.9302
   4300.4500   4201.6000     25.6832     22.8071
   6949.6500   4202.2400     24.4466     21.3856
   3803.9400   4202.5800     26.8917     23.7767
   4684.3100   4202.7000     26.5921     23.3140
   5564.0400   4202.5800     24.1718     21.2686
   3403.0200   4203.9000     26.9595     23.6092
   3907.8100   4204.1600     25.0789     21.9027
   7260.5600   4203.9700     26.5348     23.5913
   4516.7100   4204.9200     26.8994     23.4644
   4834.1400   4205.1800     25.4048     22.3736
   5340.0400   4204.7200     23.4984     20.3722
   5740.8200   4204.9500     22.6415     19.5645
   3656.4300   4206.0700     24.7770     21.6774
   5180.3100   4206.3800     25.0679     22.1511
   6342.8600   4205.6600     24.5377     21.7292
   7489.8400   4206.2000     24.6533     21.8699
   4387.5900   4206.9500     25.8511     22.7217
   6903.5400   4207.4000     25.4280     22.6518
   7201.2600   4206.5100     20.7585     17.7797
   3438.8300   4208.4700     26.0956     22.9341
   4351.8500   4207.6500     26.3089     23.1434
   5319.9400   4208.3900     25.9770     22.9631
   5710.3400   4207.6000     25.4032     22.3060
   7541.5400   4207.6400     25.3067     22.5199
   6569.7100   4208.7500     25.3985     22.5563
   6802.1600   4209.1500     23.0576     20.0967
   4900.3500   4210.2400     25.0201     21.9449
   5275.6000   4210.0800     26.4413     23.5415
   5535.8000   4210.1600     23.9458     20.9225
   6887.6600   4210.3600     27.2752     23.8359
   7045.9100   4209.6400     26.6957     23.4986
   7504.2000   4210.2500     25.4675     22.8294
   2565.8300   4210.7900     24.3693     21.1354
   3107.1300   4211.1600     26.2163     23.2292
   6939.5600   4211.4000     25.3781     22.3798
   4855.3300   4212.2200     25.2966     22.3279
   5668.3400   4211.5700     25.3070     22.2832
   2839.3300   4212.9800     24.7498     21.9869
   4271.8000   4212.7700     26.5375     23.2980
   4967.4200   4213.1000     26.1878     23.1374
   5931.7700   4213.2300     24.9445     21.8841
   6079.6100   4213.4700     25.3161     22.3778
   6490.5500   4213.4400     25.5461     22.4766
   7292.4200   4212.6500     25.0194     22.2133
   4921.2900   4213.7600     25.3425     22.3803
   6049.6500   4213.8600     26.3709     23.6465
   6229.6000   4214.1300     24.9788     21.9372
   7142.8600   4213.7900     24.8388     21.8717
   3791.7900   4216.8200     21.4572     18.1749
   5585.5300   4217.0900     24.5770     21.7276
   7539.2400   4216.6800     26.1528     23.4276
   3738.2200   4217.9500     26.0211     22.7249
   4494.7100   4218.4600     25.0341     21.9419
   5011.1000   4217.8200     26.8779     23.5625
   5652.3000   4217.7700     26.4573     23.3703
   5872.1200   4218.4100     23.9045     20.9626
   6562.5800   4217.7600     24.4289     21.5893
   6705.5000   4218.2700     26.6525     23.6300
   5137.9800   4219.0600     25.8635     22.6430
   5418.4500   4219.0000     26.4138     23.1197
   5496.7400   4219.2400     25.3942     22.3497
   5797.9800   4218.8800     26.3128     23.4570
   6828.2300   4218.5500     25.8519     22.8059
   7305.4600   4218.4900     24.9933     22.2971
   5827.4800   4220.3900     25.3357     22.6058
   6363.1600   4220.4400     25.4188     22.6767
   6544.1700   4219.9400     24.3564     21.3903
   7327.9800   4219.5800     24.5643     21.7434
   3888.2800   4221.1400     26.0753     22.9512
   4370.6900   4220.8900     25.9911     22.7210
   7389.2000   4220.8000     25.6411     22.5358
   4403.0700   4221.6700     26.2288     23.0593
   4552.0300   4222.1000     26.5510     23.3252
   5752.6900   4222.1300     24.3842     21.3213
   6586.3400   4221.6100     24.8526     22.0674
   5189.4400   4223.4700     25.2311     22.2980
   5388.7200   4222.6800     25.2330     22.2816
   6196.0000   4223.0500     23.6738     20.8601
   4007.2600   4223.7100     26.4772     23.6765
   6531.8700   4224.4000     24.9477     22.0693
   6719.7100   4224.1300     24.7587     21.8729
   7438.4900   4223.9400     26.2750     23.2702
   4962.0400   4225.1100     26.4212     23.4921
   5204.8200   4225.4700     27.0074     21.1471
   5273.7100   4225.2600     26.4853     23.3545
   5442.5900   4225.3400     24.9685     22.0881
   6055.5700   4225.1600     25.3477     22.0541
   6686.5900   4225.3800     24.9497     22.1746
   5149.6200   4225.7800     25.5160     22.6975
   5159.8100   4226.1700     26.3748     23.4808
   5729.6200   4225.9900     23.5274     20.6156
   6122.8700   4225.5900     26.0012     23.3048
   6493.0000   4226.2200     24.2977     21.4276
   7282.9500   4225.4800     26.5586     23.5297
   4241.4100   4227.1600     24.1216     21.1564
   4285.6100   4226.8300     26.1066     23.1018
   4595.0600   4227.4700     25.0169     21.8900
   5646.0200   4226.8300     26.7357     23.2702
   6927.6100   4227.0100     25.3558     22.4715
   7419.6500   4226.6100     26.4059     23.3574
   3635.9800   4228.2400     25.7302     22.4709
   5031.9400   4227.9700     26.6023     23.8141
   6652.2200   4227.9300     24.8012     21.9644
   3684.0600   4229.0500     24.8355     21.7929
   5362.0800   4230.0200     22.8730     19.7339
   5813.3600   4229.7400     24.2623     21.2029
   6405.7700   4229.7100     23.9561     21.1827
   6550.0500   4230.3100     26.1126     23.2745
   4854.5500   4231.2900     26.5024     23.1481
   4884.3800   4231.4000     25.6785     22.6259
   5576.5700   4230.7800     26.4051     23.5561
   5684.2800   4231.1800     24.5635     21.7950
   5898.8200   4231.4500     24.8041     21.7592
   6678.0000   4231.2500     26.0041     23.3232
   3487.1300   4231.6100     20.8255     17.6321
   6456.3900   4231.9500     23.9904     21.1721
   5770.8600   4233.3400     26.6205     23.4308
   6359.3900   4232.9000     26.4603     23.2624
   7117.0800   4233.0700     26.1738     23.2991
   7257.2300   4232.9300     23.4303     20.4953
   3530.8100   4233.5800     24.4945     21.3837
   4196.4300   4233.7000     20.6285     17.3655
   4260.7200   4234.3600     24.9578     21.9655
   4297.8700   4233.8800     24.1249     21.2009
   5491.2100   4234.0000     25.4225     22.4333
   5606.2800   4233.5400     26.6580     23.4107
   5824.5800   4234.0100     25.1036     22.0968
   6277.7400   4233.4900     24.8398     22.0169
   6303.9500   4233.9100     26.2535     23.3708
   7031.8600   4233.6200     27.0113     23.6834
   6021.4500   4235.3000     24.2590     21.2857
   6103.3700   4235.3900     26.0201     22.8770
   6775.2200   4235.2100     25.0389     22.2070
   5163.0700   4235.9700     26.3480     23.4107
   5431.9100   4235.5300     27.0520     23.4268
   7297.5800   4235.6700     26.0311     23.1910
   3827.3500   4236.7300     26.6906     23.7331
   5624.2200   4237.0400     24.2821     21.4337
   6088.8800   4237.0900     25.8096     22.7621
   4425.1300   4238.0000     25.9935     22.9265
   4568.9400   4237.9400     24.3226     21.1029
   5138.4900   4237.8900     25.6785     22.8651
   5050.3800   4238.7500     26.1346     23.1367
   6349.8000   4239.3900     25.1009     22.2436
   6989.4400   4238.8600     26.1104     23.3326
   7084.3300   4239.1800     22.0057     18.8728
   6380.2400   4239.8100     25.2890     22.2951
   6856.8900   4240.2300     26.5985     23.6162
   6952.0800   4239.8100     25.6833     22.8786
   7163.7100   4240.4500     25.4009     22.3852
   7192.5000   4239.8900     25.1171     22.2232
   7456.2900   4239.8000     27.1215     23.4663
   3122.7900   4241.4100     24.8925     22.0095
   5561.5400   4241.0000     26.1809     23.0240
   5690.7700   4241.4800     27.6631     22.4072
   6752.9500   4241.3400     25.3103     22.5086
   6800.5200   4240.9500     23.8916     20.8055
   5283.5900   4242.0400     25.1201     22.0961
   5576.6800   4242.1800     25.8056     22.7635
   6250.8500   4242.0200     26.3892     23.3368
   6286.3000   4242.2800     26.0579     22.8756
   5040.8400   4242.9700     25.7488     22.8141
   5666.9100   4242.6700     27.2076     23.7808
   2966.9100   4244.4400     24.2983     21.3199
   4062.1300   4244.4400     24.8914     21.7104
   5388.4700   4244.2600     26.1139     23.5366
   5885.9700   4243.6600     25.5877     22.5775
   4148.6800   4244.8500     25.6412     22.5605
   5768.3600   4245.1600     26.9447     23.7527
   6372.4100   4244.8300     26.1285     23.1853
   2635.3500   4246.0000     23.5739     20.4917
   4105.6900   4245.6100     25.8564     23.0249
   5678.0400   4245.4200     26.8060     23.6995
   6647.9500   4245.5800     25.4619     22.5674
   6967.7800   4246.2700     25.8830     22.7125
   4269.5400   4246.4800     25.2896     22.4381
   6832.3700   4246.5400     18.2830     16.7744
   7054.8700   4247.0200     25.6189     22.5538
   5189.1400   4248.3200     26.9440     23.8183
   7039.7900   4248.4300     23.8216     20.8183
   7076.4600   4248.1800     25.1415     22.2781
   3027.8600   4249.1200     24.1760     21.1449
   5803.4500   4249.3200     25.3776     22.6859
   6554.9100   4249.2300     25.9522     23.0234
   4126.2100   4250.1600     27.4533     23.6969
   4178.2700   4250.1300     25.4185     21.8534
   4707.5400   4250.3100     21.4152     18.2013
   5241.7200   4249.5200     25.2272     22.2431
   5835.7900   4250.1100     25.8939     22.9699
   6665.3800   4250.3600     24.5039     21.4963
   3803.2200   4251.2600     25.4281     22.2510
   4009.8200   4251.3400     26.2768     23.0335
   7126.6500   4250.8400     26.4200     23.6514
   4335.5300   4251.5500     26.5480     23.5364
   4921.5400   4251.6700     26.2979     23.3442
   5317.5300   4251.9000     26.8528     23.6905
   5426.0500   4251.8900     26.1811     23.1020
   6615.4500   4252.2400     25.0967     22.3168
   7448.3100   4251.8300     26.0485     23.1661
   3549.3000   4253.4200     26.5627     23.4774
